,f,delta_V_r,delta_V_theta,delta_V,v+,v-,w+
759,4.773711359508814,7.715305628653214,0.39887348696009184,7.725609425937067,[3.66187447 6.43169185],[-4.05343116  6.03281836],466.88158996126435
760,4.780000834290776,7.706082776218771,0.40055874099154476,7.716486186012409,[3.65429709 6.45886596],[-4.05178569  6.05830722],467.66757047461203
761,4.786290309072737,7.696484768308973,0.40224327743686406,7.706988870048741,[3.64650483 6.48602851],[-4.04997993  6.08378523],468.45426538431394
762,4.792579783854699,7.686510876218101,0.4039270296602311,7.69711676509518,[3.6384969  6.51317841],[-4.04801398  6.10925138],469.2416860426992
763,4.79886925863666,7.676160364036296,0.4056099310568442,7.686869151388865,[3.63027248 6.54031459],[-4.04588789  6.13470466],470.0298441079555
764,4.805158733418622,7.6654324879400555,0.40729191505556805,7.676245301658651,[3.62183073 6.56743598],[-4.04360176  6.16014406],470.818751553965
765,4.811448208200583,7.65432649545326,0.40897291512154776,7.6652444803998785,[3.61317082 6.5945415 ],[-4.04115567  6.18556859],471.6084206805645
766,4.817737682982545,7.642841624677147,0.4106528647588572,7.6538659431186975,[3.6042919  6.62163009],[-4.03854973  6.21097722],472.3988641242539
767,4.824027157764506,7.630977103487718,0.4123316975131166,7.642108935544418,[3.59519307 6.64870066],[-4.03578403  6.23636897],473.19009486937256
768,4.830316632546468,7.61873214869879,0.4140093469741313,7.629972692808175,[3.58587346 6.67575216],[-4.03285869  6.26174281],473.98212625977413
769,4.83660610732843,7.6061059651890055,0.41568574677851533,7.617456438586215,[3.57633215 6.7027835 ],[-4.02977382  6.28709776],474.7749720110179
770,4.842895582110391,7.593097744990805,0.4173608306123091,7.6045593842058885,[3.56656821 6.72979363],[-4.02652954  6.3124328 ],475.5686462231116
771,4.849185056892353,7.579706666339359,0.41903453221361797,7.59128072771234,[3.55658069 6.75678147],[-4.02312598  6.33774694],476.36316339383114
772,4.855474531674314,7.565931892679325,0.4207067853752182,7.577619652893836,[3.54636862 6.78374595],[-4.01956328  6.36303916],477.15853843264836
773,4.861764006456276,7.551772571627098,0.4223775239471852,7.563575328263421,[3.535931   6.81068601],[-4.01584157  6.38830849],477.9547866753028
774,4.8680534812382374,7.537227833886144,0.4240466818395099,7.549146905994552,[3.52526682 6.83760058],[-4.01196101  6.4135539 ],478.7519238990498
775,4.874342956020199,7.522296792112753,0.4257141930247048,7.534333520808094,[3.51437505 6.8644886 ],[-4.00792175  6.43877441],479.5499663386262
776,4.8806324308021605,7.506978539729516,0.4273799915404277,7.5191342888080275,[3.5032546 6.891349 ],[-4.00372394  6.46396901],480.34893070296926
777,4.886921905584122,7.491272149683473,0.42904401149208216,7.503548306262875,[3.49190439 6.91818073],[-3.99936776  6.48913672],481.148834192739
