,i,a,e,f,g
417,4.576472019452047,6978.000060059361,8.606959225438784e-09,2.9116757561866574e-22,-9.094947017729282e-13
418,4.576472019442403,6978.00006019996,8.627108208022977e-09,-6.352747104407253e-22,-1.8189894035458565e-12
419,4.576472019432758,6978.000060340559,8.647256978855378e-09,-2.117582368135751e-22,-9.094947017729282e-13
420,4.576472019423114,6978.000060481158,8.667405923538124e-09,1.0587911840678754e-22,-9.094947017729282e-13
421,4.576472019413469,6978.000060621756,8.687554795387055e-09,4.764560328305439e-22,-1.8189894035458565e-12
422,4.576472019403825,6978.000060762355,8.707703666306162e-09,-3.441071348220595e-22,-1.8189894035458565e-12
423,4.57647201939418,6978.000060902955,8.727852567089079e-09,-7.940933880509066e-23,-9.094947017729282e-13
424,4.576472019384536,6978.000061043554,8.748001492337408e-09,3.441071348220595e-22,-1.8189894035458565e-12
425,4.576472019374891,6978.000061184153,8.768150439145185e-09,5.558653716356346e-22,-9.094947017729282e-13
426,4.576472019365247,6978.000061324752,8.78829930795335e-09,-3.441071348220595e-22,-9.094947017729282e-13
427,4.576472019355602,6978.000061465351,8.80844817070435e-09,7.940933880509066e-23,-9.094947017729282e-13
428,4.576472019345958,6978.000061605951,8.828597113735701e-09,3.441071348220595e-22,0.0
429,4.576472019336314,6978.00006174655,8.848746264419685e-09,-6.088049308390284e-22,-1.8189894035458565e-12
430,4.576472019326669,6978.000061887149,8.868895132168374e-09,-2.9116757561866574e-22,-1.8189894035458565e-12
431,4.576472019317024,6978.000062027749,8.889044085830687e-09,-2.6469779601696886e-23,-9.094947017729282e-13
432,4.57647201930738,6978.0000621683475,8.909192897972694e-09,3.970466940254533e-22,-9.094947017729282e-13
433,4.576472019297736,6978.000062308947,8.929341879367392e-09,-5.823351512373315e-22,-9.094947017729282e-13
434,4.576472019288091,6978.000062449547,8.949490875006611e-09,-3.1763735522036263e-22,-9.094947017729282e-13
435,4.576472019278446,6978.000062590147,8.969639939975736e-09,2.6469779601696886e-23,-9.094947017729282e-13
436,4.5764720192688015,6978.000062730746,8.989788841825172e-09,2.9116757561866574e-22,-9.094947017729282e-13
437,4.576472019259157,6978.000062871346,9.00993784089333e-09,5.558653716356346e-22,-9.094947017729282e-13
438,4.576472019249513,6978.000063011945,9.030086854430766e-09,-3.441071348220595e-22,-1.8189894035458565e-12
439,4.576472019239868,6978.0000631525445,9.050235749194668e-09,0.0,-1.8189894035458565e-12
440,4.5764720192302235,6978.000063293145,9.070384872218967e-09,1.3234889800848443e-22,-9.094947017729282e-13
441,4.576472019220579,6978.000063433745,9.090533887487933e-09,5.029258124322408e-22,-9.094947017729282e-13
442,4.576472019210935,6978.0000635743445,9.110682823316141e-09,-5.293955920339377e-22,-9.094947017729282e-13
443,4.57647201920129,6978.000063714945,9.130832051049702e-09,-3.441071348220595e-22,-1.8189894035458565e-12
